,Title,Published_date,Views,Favorite,Comments,Month
235,Selenium Java Tutorial For Beginners  | Automation Testing Tutorial | Edureka| Testing Rewind - 1,29-04-2022,6377,0,4,Apr
236,Get Started With XPath in Selenium | Selenium XPath | Selenium Training | Edureka | Testing Live - 1,29-04-2022,2505,0,1,Apr
237,UiPath Selectors Tutorial For Beginners | UiPath Training | Edureka | RPA Rewind - 7,29-04-2022,896,0,1,Apr
238,UiPath Examples Tutorial  | UiPath Tutorial | RPA Training | Edureka | RPA Rewind - 6,28-04-2022,858,0,3,Apr
239,RPA Projects | Automation Anywhere | Real-Life RPA Projects | Edureka | RPA Rewind - 5,28-04-2022,1824,0,4,Apr
240,Jenkins Tutorial For Beginners |  What is Jenkins? | Edureka | DevOps Rewind - 4,28-04-2022,1745,0,1,Apr
241,Azure DevOps Top Interview Questions and Answers 2022 | Azure DevOps Engineer | Edureka,28-04-2022,2464,0,0,Apr
242,How to become a RPA Developer | RPA Developer RoadMap | RPA Training | Edureka | RPA Rewind - 3,28-04-2022,837,0,1,Apr
243,TabPy Tutorial For Beginners  | TabPy Training | Tableau Training | Edureka | Tableau  Rewind - 3,28-04-2022,1546,0,1,Apr
244,RPA vs Selenium  | Test Automation vs RPA | Selenium Training | Edureka | Selenium Rewind - 2,28-04-2022,1202,0,1,Apr
245,UiPath tutorial | UiPath Fundamentals | UiPath Tutorial | RPA Training | Edureka Rewind-1,28-04-2022,3440,0,1,Apr
246,Build Your Own Bot:: Robot in action using UiPath  | RPA Training | Edureka | RPA Live,28-04-2022,2881,0,1,Apr
247,Blockchain Wallet | How To Create Blockchain Bitcoin Wallet | Blockchain Tutorial| Edureka Rewind -6,28-04-2022,1064,0,1,Apr
248,Ethereum Smart Contracts Tutorial | Deploying Smart Contracts | Blockchain  | Edureka Rewind - 6,27-04-2022,1172,0,1,Apr
249,What is Hyperledger Fabric | Hyperledger Fabric Tutorial  | Edureka | Blockchain Rewind - 5,27-04-2022,2405,0,1,Apr
250,Docker Kubernetes  | Kubernetes Tutorial | DevOps Training | Edureka | DevOps Rewind - 4,27-04-2022,1501,0,1,Apr
251,Bins in Tableau | Creating Bins in Tableau | Edureka,27-04-2022,1493,0,1,Apr
252,Devops Certification Training | Become a Certified Devops Engineer | Edureka,27-04-2022,36185,0,3,Apr
253,Tableau for Data Science   | DS using Tableau | Tableau Training | Edureka | Tableau Rewind - 2,27-04-2022,555,0,3,Apr
254,Blockchain Development Training | Blockchain Technology | Blockchain Explained  | Edureka Rewind -3,27-04-2022,1757,0,2,Apr
255,Bitcoin Blockchain Explained | Understanding Bitcoin and Blockchain | Blockchain Training | Rewind 2,27-04-2022,1600,0,1,Apr
256,"Advanced tableau tutorial  | Trend Forecasting, Advanced Charts & R Integration | Edureka Rewind - 1",27-04-2022,1094,0,2,Apr
257,Blockchain Technology Explained | What Is Blockchain Technology? | Blockchain | Edureka Rewind - 1,27-04-2022,1548,0,2,Apr
258,Understanding Bitcoin and Blockchain  | Bitcoin  | Blockchain Training | Edureka Live,27-04-2022,2027,0,2,Apr
259,Top Tableau Projects Explained in 60 Minutes | Tableau Tutorial | Edureka | Tableau Live - 1,27-04-2022,4335,0,4,Apr
260,R for Data Science Full Course | Data Science Training | Edureka,26-04-2022,12470,0,8,Apr
261,Career Transition Series Episode 7 | AI ML Career Transition | Edureka,25-04-2022,2433,0,2,Apr
262,Docker Tutorial For Beginners  | What is Docker | Docker Container | Edureka | DevOps Rewind - 3,25-04-2022,3545,0,2,Apr
263,DevOps Lifecycle | Introduction To DevOps | DevOps Tools | What is DevOps? | Edureka Rewind-2,25-04-2022,1707,0,4,Apr
264,Learn Configuration Management Using Puppet | Puppet Tutorial  | DevOps Training | DevOps Rewind - 2,25-04-2022,2615,0,1,Apr
265,Linux commands for DevOps Explained in 60 Minutes | Linux for DevOps | Edureka | DevOps Live - 1,25-04-2022,5834,0,1,Apr
266,AWS vs Google Cloud | Difference between Amazon AWS and Google Cloud | Edureka | GCP Rewind - 6,25-04-2022,3611,0,3,Apr
267,Projects in Google Cloud Platform | GCP Project Structure | Edureka | GCP Rewind -  5,24-04-2022,2428,0,1,Apr
268,Job Skills Mapping For Cloud Computing  | Cloud Training | Edureka | Cloud Rewind - 4,24-04-2022,3671,0,1,Apr
269,Google Kubernetes Engine Tutorial  | GCP Training | Edureka | GCP Rewind - 3,24-04-2022,1628,0,0,Apr
270,How to host a wordpress website on google cloud for free | GCP Training | Edureka | GCP - Rewind 2,24-04-2022,3527,0,1,Apr
271,What is Google Cloud Platform| Google Cloud Platform Overview | GCP Training | Edureka Rewind - 1,24-04-2022,2236,0,0,Apr
272,How to Become a Project Manager | Project Manager Certification | Edureka | PMP Rewind - 6,24-04-2022,4440,0,2,Apr
273,PMBOK® 7 Tutorial  | Project Management Fundamentals | PMBOK® 7 Edition | Edureka | PMP Rewind - 5,23-04-2022,2183,0,1,Apr
274,Ansible Tutorial For Beginners  | Ansible Basics | Edureka Rewind - 4,23-04-2022,2139,0,1,Apr
275,Project Manger Interview Q & A| PMP  Training | Edureka | PMP Rewind,23-04-2022,3623,0,0,Apr
276,Top Project Management Certifications You Need to Know in 2022,23-04-2022,1727,0,1,Apr
277,Project Manager Career Path | Project Manager Skills | Edureka | PMP Rewind,23-04-2022,2479,0,0,Apr
278,AWS Solutions Architect Interview Questions and Answers   | AWS Training | Edureka | AWS Rewind - 6,23-04-2022,2596,0,3,Apr
279,Introduction To Amazon Web Services | AWS Tutorial for Beginners | AWS Training | Edureka Rewind - 5,22-04-2022,1957,0,2,Apr
280,AWS Cloud Formation  | AWS Cloud Formation Demo | AWS Tutorial  | Edureka Rewind - 4,22-04-2022,2109,0,1,Apr
281,What are Google Cloud Functions l Create a HTTP triggered Cloud Function | Edureka,22-04-2022,2127,0,0,Apr
282,AWS Machine Learning Explained | AWS Tutorial For Beginners | AWS Services | Edureka | AWS  Rewind 3,22-04-2022,1356,0,2,Apr
283,Roadmap to Become AWS Cloud Practitioner   | Cloud Computing Careers | Edureka | AWS Rewind- 2,22-04-2022,1147,0,0,Apr
284,How to Become a Cloud Architect  | Cloud Computing Training | Edureka | Cloud Rewind - 1,22-04-2022,4904,0,1,Apr
285,Big Data Applications on AWS | Building Big Data Application on AWS | Edureka | AWS Live - 1,22-04-2022,1760,0,2,Apr
286,Python Selenium | Python Selenium Webdriver Tutorial  | Python Training | Edureka Rewind - 6,22-04-2022,2058,0,1,Apr
287,Selenium Framework using Java |  | Selenium Tutorial | Edureka | Selenium Rewind - 5,21-04-2022,1756,0,1,Apr
288,Selenium Java Tutorial For Beginners  | Automation Testing Tutorial | Edureka| Testing Rewind - 4,21-04-2022,2161,0,1,Apr
289,Agile Project Management | What Is Agile Project Management? | PMP Training | Edureka,21-04-2022,9072,0,4,Apr
290,Selenium Crash Course | Selenium Tutorial | Selenium Training | Edureka | Testing Rewind - 3,21-04-2022,2258,0,3,Apr
291,Selenium Interview Questions and Answers | Selenium Interview Preparation | Edureka Rewind - 2,21-04-2022,1340,0,1,Apr
292,How to Write & Run a Test Case in Selenium  | Selenium Tutorial |  Edureka Rewind - 1,21-04-2022,2318,0,1,Apr
293,Selenium Projects for Beginners in 60 Minutes  | Real-Time Selenium Projects  | Edureka Live,21-04-2022,1182,0,1,Apr
294,Java Learning Path | How to learn Java Programming in 2022 | Java Training | Edureka Rewind - 6,21-04-2022,1292,0,0,Apr
295,Java String Programs | Java String Examples | Java Training | Edureka | Java Rewind -5,20-04-2022,1586,0,2,Apr
296,Arrays in Java  | Introduction to Java Arrays | Java Programming | Edureka | Java Rewind - 4,20-04-2022,1997,0,0,Apr
297,Alpha-Beta Pruning in Artificial Intelligence | Alpha Beta Pruning with Examples | Edureka,20-04-2022,2909,0,2,Apr
298,Linked List in Java | Data Structures Implementation | Java Tutorial  | Edureka | Java Rewind - 3,20-04-2022,1032,0,1,Apr
299,Java Regular Expressions Tutorial | Regular Expressions in Java | Edureka | Java Rewind - 2,20-04-2022,1716,0,1,Apr
300,Data Structures and Algorithms in Java  | Java Training | Edureka | Java Rewind - 1,20-04-2022,10838,0,2,Apr
301,Java Practice Programs For Beginners  | Java Programs | Java Program | Edureka | Java Live,20-04-2022,1488,0,0,Apr
302,Salesforce Marketing Cloud Training | Salesforce Training| Edureka | Salesforce | Rewind,20-04-2022,1262,0,3,Apr
303,Salesforce Lightning Tutorial  | Salesforce Lightning Tutorial | Edureka | Salesforce - Rewind,19-04-2022,5210,0,1,Apr
304,Top 10 Reasons to Learn Salesforce | Why Learn Salesforce in 2021 | Edureka | Salesforce Rewind,19-04-2022,2013,0,1,Apr
305,Regulaziation in Machine Learning | L1 and L2 Regularization | Data Science | Edureka,19-04-2022,1797,0,1,Apr
306,Building Custom Lightning Homepage with Salesforce | Edureka | Salesforce - Rewind - 3,19-04-2022,972,0,1,Apr
307,Salesforce App Builder Tutorial | Salesforce Certification | Edureka | Salesforce Rewind,19-04-2022,783,0,2,Apr
308,How to prepare for Salesforce Admin Certification | Salesforce Training | Edureka Rewind - 1,19-04-2022,2706,0,3,Apr
309,Create Custom App in Salesforce  | Salesforce Training | Edureka | Salesforce Live - 1,19-04-2022,1584,0,1,Apr
310,Decision making using Power BI | Power BI Tutorial For Beginners | Edureka | Power BI Rewind - 6,19-04-2022,1181,0,0,Apr
311,Power BI Desktop |  Power BI Desktop Tutorial For Beginners | Edureka | Power BI Rewind - 5,18-04-2022,2852,0,1,Apr
312,What Is Power BI? | Power BI Tutorial | Power BI Training  |  Edureka | Power BI Rewind - 4,18-04-2022,2066,0,3,Apr
313,Power Query Tutorial for beginners | Power BI Training | Edureka | Power BI Rewind - 3,18-04-2022,2013,0,1,Apr
314,Tips to make Interactive Power BI Reports  | Edureka | Power BI Rewind - 1,18-04-2022,1520,0,1,Apr
315,IPL Data Visualization with Power BI| Power BI Data Visualization | Edureka | Power BI Rewind -2,18-04-2022,1422,0,3,Apr
316,Power BI Azure Tutorial in 60 Minutes  | Edureka | Power BI Live - 1,18-04-2022,1980,0,2,Apr
317,Tableau Online Tutorial | What is Tableau Online | Tableau Training | Edureka | Tableau Rewind- 6,18-04-2022,1294,0,1,Apr
318,Tableau Sets Tutorial For Beginners  | How to Use Sets in Tableau | Edureka | Tableau Rewind - 5,17-04-2022,2250,0,1,Apr
319,Tableau for Data Science Tutorial  | Tableau Training | Edureka | Tableau  Rewind - 4,17-04-2022,2200,0,2,Apr
320,LOD in Tableau | Level of Detail in Tableau | Tableau | Edureka |Tableau Rewind  - 3,17-04-2022,2595,0,5,Apr
321,Tableau tutorial for beginner  2 | Tableau Training | Tableau Certification | Edureka Rewind - 2,17-04-2022,4651,0,1,Apr
322,Tableau tutorial for beginner  1| Tableau Training | Tableau Certification | Edureka Rewind - 1,17-04-2022,5336,0,1,Apr
323,What is Amazon Aurora | Amazon Aurora Tutorial | AWS Database Services |  Edureka | AWS Rewind - 6,17-04-2022,1167,0,1,Apr
324,Big Data in AWS  | Building Big Data Application on AWS | AWS Tutorial | Edureka | AWS Rewind-5,16-04-2022,1492,0,1,Apr
325,AWS Networking Fundamentals | AWS VPC | AWS Networking Services | Edureka | AWS Rewind-4,16-04-2022,2982,0,1,Apr
326,Amazon Honeycode | Build An Application Without Coding | AWS Training | Edureka | AWS Rewind,16-04-2022,3870,0,2,Apr
327,AWS Devops for Beginners | AWS DevOps Training | AWS DevOps Integration | Edureka Rewind - 2,16-04-2022,2484,0,1,Apr
328,AWS EC2 Tutorial For Beginners | How To Use AWS | AWS EC2 Tutorial | AWS | Edureka AWS Rewind,16-04-2022,3235,0,3,Apr
329,Project management 101 | What is PMP? | PMP Certification Training | Edureka | PMP Rewind - 6,16-04-2022,2487,0,1,Apr
330,Project Manger Interview Q & A | PMP  Training | Edureka | PMP Rewind - 5,15-04-2022,1370,0,3,Apr
331,Project Manager Career Path| Project Manager Skills | PMP Certification Training | Edureka Rewind -4,15-04-2022,1835,0,1,Apr
332,What is PMP®| PMP Certification Training | Edureka | PMP Rewind,15-04-2022,1714,0,1,Apr
333,PMP® Exam Tips And Tricks 2022 | PMP® Exam Prep Tips |  PMP® Training | Edureka | PMP Rewind,15-04-2022,1197,0,1,Apr
334,Project Life Cycle | Phases of Project Management Life Cycle | PMP Certification Training | Edureka,15-04-2022,3117,0,4,Apr
335,Project Stakeholder Management Tutorial | PMP Certification Training | Edureka | PMP,15-04-2022,1068,0,2,Apr
336,Python File Handling Tutorial | Learn File Operations | Python Training | Edureka | Python Rewind -6,15-04-2022,1971,0,2,Apr
337,Advanced Python Tutorial | Learn Advanced Python Concepts | Python Training | Edureka Rewind - 5,14-04-2022,2080,0,3,Apr
338,How to Create Login System using Python  | Python Programming Tutorial | Edureka | Python Rewind - 4,14-04-2022,1981,0,1,Apr
339,Advanced Java tutorial  | Advanced Java | Advanced Java Tutorial for Beginner | Java Rewind - 5,14-04-2022,3204,0,1,Apr
340,SonarQube Jenkins | How to Integrate SonarQube and Jenkins | Edureka,14-04-2022,2267,0,3,Apr
341,Object Oriented Programming in Python  | Python Training | Edureka | Python Rewind - 3,14-04-2022,3351,0,1,Apr
342,Python Programming Fundamentals | Python Programming | Edureka | Python Rewind - 2,14-04-2022,4073,0,3,Apr
343,Python Constructors & Destructors | Python Basics | Python Training | Edureka | Python Rewind - 1,14-04-2022,2472,0,1,Apr
344,Python Flask Tutorial For Beginners | Flask Web Development | Python Training | Edureka Live,14-04-2022,1857,0,1,Apr
345,Keras Tutorial For Beginners | Deep Learning Models Using Keras | Edureka | DL Rewind - 6,14-04-2022,917,0,1,Apr
346,Exploratory Data Analysis (EDA) Using Python  | Python Training | Edureka | DL Rewind - 5,13-04-2022,1703,0,1,Apr
347,Climate Change using Time Series | Python Projects | Edureka | Deep Learning Rewind - 4,13-04-2022,1815,0,4,Apr
348,Java project for beginners | Java Open Source Projects | Java  Training | Edureka Rewind - 6,13-04-2022,1480,0,2,Apr
349,Java tutorial for beginners  | Java Basics | Java Certification Training | Edureka Rewind - 4,13-04-2022,2037,0,1,Apr
350,Maven and Jenkins Integration | Build Maven Project using Jenkins | DevOps Tutorial | Edureka,13-04-2022,2438,0,2,Apr
351,Build Neural Networks in Python  | Neural Networks Tutorial | Edureka | DL Rewind - 2,13-04-2022,4151,0,1,Apr
352,Realtime Object Detection  | Object Detection with TensorFlow | Edureka | Deep Learning Rewind - 2,13-04-2022,1698,0,1,Apr
353,Deep Learning with Python | Deep Learning Tutorial | Edureka Rewind - 1,13-04-2022,3709,0,0,Apr
354,Learn Deep Learning in 60 Minutes  | Deep Learning Tutorial | Deep Learning | Edureka  Live,13-04-2022,964,0,1,Apr
355,What is puppet | What is Puppet | DevOps Training | Edureka | DevOps Rewind,13-04-2022,1538,0,1,Apr
356,Azure DevOps Tutorial For Beginners  | Build a Pipeline on Azure | Edureka | Azure Rewind,12-04-2022,6428,0,1,Apr
357,Git Commands With Examples | Git Branching & Merging | DevOps Training | Edureka Rewind,12-04-2022,3856,0,1,Apr
358,What is Terraform State File | Remote backend in AWS | DevOps Tutorial for beginner | Edureka,12-04-2022,5236,0,5,Apr
359,Implementing secure CI CD Pipelines with DevSecOps | DevOps Training | Edureka | DevOps Rewind-3,12-04-2022,4032,0,1,Apr
360,Git and GitHub Tutorial for Beginners | Learn Git | Edureka | DevOps Rewind  - 2,12-04-2022,2747,0,1,Apr
361,DevOps Release Management Tutorial  | DevOps Tutorial | DevOps Training | Edureka | DevOps Rewind -1,12-04-2022,2521,0,2,Apr
362,DevOps as a Service Tutorial | What Is DevOps | DevOps Training | Edureka | DevOp,12-04-2022,1788,0,1,Apr
363,Big Data Engineer Roles & Responsibilities | Big Data Training | Edureka | Big Data Rewind - 6,12-04-2022,1465,0,1,Apr
364,Top Big Data Technologies | Big Data Tools Tutorial | Big Data Hadoop Training | Edureka Rewind - 5,11-04-2022,953,0,1,Apr
365,Big Data Applications  | Big Data Analytics Use-Cases | Big Data Tutorial | Edureka Rewind - 4,11-04-2022,1005,0,1,Apr
366,Azure Data Lake | Azure Data Lake Tutorial | Azure | Edureka,11-04-2022,1796,0,1,Apr
367,Big Data Analytics| Big Data Explained | Big Data Tools & Trends | Big Data  | Edureka Rewind -2,11-04-2022,4370,0,0,Apr
368,Full Stack Developer Internship Program | How to Become a Full Stack Developer | Edureka,11-04-2022,177152,0,1,Apr
369,How To Become A Big Data Engineer?  | Big Data Engineer Career Path | Edureka Rewind  - 3,11-04-2022,2012,0,1,Apr
370,Big Data Tutorial For Beginners  | What Is Big Data | Big Data Tutorial | Hadoop Training | Edureka,11-04-2022,2222,0,1,Apr
371,Introduction to Big Data Testing| Big Data Testing Tools | Edureka | Big Data Live - 1,11-04-2022,2347,0,2,Apr
372,AWS CloudFront | Creating Amazon CloudFront Distribution | AWS Training | Edureka Rewind - 6,11-04-2022,2520,0,1,Apr
373,AWS Route 53 Tutorial | | What is Route 53 | How to use Route 53 | Edureka Rewind - 5,10-04-2022,1309,0,1,Apr
374,Amazon Virtual Private Cloud (VPC)| AWS VPC | AWS Tutorial for Beginners | Edureka Rewind - 4,10-04-2022,2262,0,3,Apr
375,AWS Certifications in 15 Minutes | Which AWS Certification To Choose | AWS  | Edureka Rewind - 3,10-04-2022,4794,0,3,Apr
376,Instances in AWS | How To Create AWS EC2 Instance | AWS EC2 Tutorial | Edureka Rewind - 2,10-04-2022,3784,0,1,Apr
377,Cloud Engineer Roles and Responsibilities | Cloud Engineer Certification | Edureka Rewind -1,10-04-2022,4902,0,1,Apr
378,What is AIOps  | AIOps Use Cases |  DevOps For Beginners | DevOps Training | Edureka Rewind - 6,10-04-2022,2262,0,2,Apr
